10.34.198.119 - - [31/May/2013:00:00:00 -0800] "GET /about/careers HTTP/1.1" 200 48091 "http://www.google.com/search?q=laptop" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31" "SESSIONID=743021225616"
192.168.250.171 - - [31/May/2013:00:00:02 -0800] "GET /contact HTTP/1.1" 500 176 "http://www.example.com/" "Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=909881341477"
192.168.250.171 - - [31/May/2013:00:00:02 -0800] "GET /css/style.css HTTP/1.1" 304 0 "http://www.example.com/" "Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=909881341477"
192.168.250.171 - - [31/May/2013:00:00:02 -0800] "GET /img/beacon.png HTTP/1.1" 304 0 "http://www.example.com/" "Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=909881341477"
192.168.250.171 - - [31/May/2013:00:00:02 -0800] "GET /img/dualcore-logo.png HTTP/1.1" 200 5692 "http://www.example.com/" "Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=909881341477"
192.168.250.171 - - [31/May/2013:00:00:02 -0800] "GET /img/shim.png HTTP/1.1" 304 0 "http://www.example.com/" "Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=909881341477"
10.214.169.217 - - [31/May/2013:00:00:04 -0800] "GET / HTTP/1.1" 200 25653 "http://www.google.com/search?q=tablet" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22" "SESSIONID=140730946432"
10.214.169.217 - - [31/May/2013:00:00:04 -0800] "GET /css/style.css HTTP/1.1" 304 0 "http://www.google.com/search?q=tablet" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22" "SESSIONID=140730946432"
10.214.169.217 - - [31/May/2013:00:00:04 -0800] "GET /img/beacon.png HTTP/1.1" 304 0 "http://www.google.com/search?q=tablet" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22" "SESSIONID=140730946432"
10.214.169.217 - - [31/May/2013:00:00:04 -0800] "GET /img/dualcore-logo.png HTTP/1.1" 304 0 "http://www.google.com/search?q=tablet" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22" "SESSIONID=140730946432"
10.214.169.217 - - [31/May/2013:00:00:04 -0800] "GET /img/shim.png HTTP/1.1" 304 0 "http://www.google.com/search?q=tablet" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22" "SESSIONID=140730946432"
10.188.173.8 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273658 HTTP/1.1" 200 12550 "http://www.google.com/search?q=laptop" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=918203179298"
10.26.40.24 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273667 HTTP/1.1" 500 176 "http://www.example.com/search?phrase=TERM" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=656769350354"
192.168.164.92 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273689 HTTP/1.1" 200 46686 "http://www.example.com/search?phrase=TERM" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.58.2 (KHTML, like Gecko) Version/5.1.8 Safari/534.58.2" "SESSIONID=549886377867"
172.19.156.239 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273732 HTTP/1.1" 200 59659 "http://www.google.com/search?q=laptop" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22" "SESSIONID=508114930333"
192.168.217.122 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273744 HTTP/1.1" 200 49314 "http://www.example.com/about/careers" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.28.10 (KHTML, like Gecko) Version/6.0.3 Safari/536.28.10" "SESSIONID=359753135814"
172.16.71.29 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273749 HTTP/1.1" 200 42667 "http://www.google.com/search?q=TV" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17" "SESSIONID=778644110980"
10.143.94.162 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273760 HTTP/1.1" 200 48365 "http://www.google.com/search?q=electronics" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=446707306702"
192.168.110.38 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273772 HTTP/1.1" 200 34398 "http://www.example.com/clearancesale" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22" "SESSIONID=964023310535"
10.84.128.30 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273772 HTTP/1.1" 200 44768 "http://www.google.com/search?q=DVD" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0" "SESSIONID=282565352903"
192.168.68.61 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273776 HTTP/1.1" 500 176 "http://www.google.com/search?q=TV" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0" "SESSIONID=888792446309"
10.49.19.140 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273798 HTTP/1.1" 200 41247 "http://www.example.com/index.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17" "SESSIONID=198836373467"
10.176.11.17 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273799 HTTP/1.1" 200 20013 "http://www.google.com/search?q=DVD" "Mozilla/5.0 (iPad; CPU OS 6_1_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B146 Safari/8536.25" "SESSIONID=833335140998"
10.154.159.208 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273814 HTTP/1.1" 200 37154 "http://www.google.com/search?q=tablet" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25" "SESSIONID=941401208518"
10.148.123.82 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273842 HTTP/1.1" 200 35285 "http://www.example.com/contact" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31" "SESSIONID=477892731075"
10.44.174.167 - - [31/May/2013:00:00:06 -0800] "GET /cart/additem?productid=1273842 HTTP/1.1" 200 37770 "http://www.example.com/weekly-sales" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.58.2 (KHTML, like Gecko) Version/5.1.8 Safari/534.58.2" "SESSIONID=101764230285"
